ACCNR,YEAR,SPECIES,LOC,LAT,LONG,NHOM,ALDR,TOTL,TOTV,FPRC,CB28,CB52,CB101,CB118,CB153,CB138,CB180
P00/06177,2000,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,19.2,48.2,3.02,0.0038,0.0091,0.0288,0.025,0.0769,0.0577,0.0118
P00/05846,2000,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,24.8,112.2,9.59,-0.0035,0.0048,0.01,0.0096,0.0197,0.0192,-0.0044
P00/05847,2000,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,24.5,111.3,10.61,-0.0032,0.0052,0.0116,0.011,0.0232,0.0225,-0.0041
P00/03861,2000,Eelpout,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,7,23.8,49.7,0.5,-0.008,-0.008,-0.008,0.1004,0.4454,0.2231,0.0716
P00/03862,2000,Eelpout,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,4,21.6,37.8,1.01,0.0063,0.0108,0.0435,0.0611,0.1926,0.1135,0.0405
P00/03863,2000,Eelpout,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,5,24.7,51.3,0.43,-0.0093,-0.0093,-0.0093,0.0609,0.214,0.1149,0.0273
P00/03864,2000,Eelpout,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,9,24.5,45.4,0.51,-0.0079,-0.0079,0.0124,0.0957,0.4135,0.2237,0.0803
P00/03865,2000,Eelpout,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,7,21.7,34.6,0.66,-0.0061,-0.0061,-0.0061,0.0148,0.0871,0.044,0.0116
P00/03866,2000,Eelpout,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,7,20.8,31.9,0.48,-0.0083,-0.0083,-0.0083,0.1032,0.4656,0.2384,0.0801
P00/03867,2000,Eelpout,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,4,21.5,31.8,0.45,-0.0089,-0.0089,-0.0089,0.052,0.2257,0.1136,0.0371
P00/03868,2000,Eelpout,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,5,22.6,36.9,0.44,-0.0092,-0.0092,-0.0092,0.0533,0.2213,0.1095,0.0264
P00/03869,2000,Eelpout,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,8,24.2,48.1,0.5,-0.008,-0.008,-0.008,0.0642,0.3454,0.1603,0.0538
P00/03870,2000,Eelpout,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,6,20.1,33,0.58,-0.0069,-0.0069,-0.0069,0.0317,0.1341,0.0751,0.0204
P00/05848,2000,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,24.6,107.8,7.47,-0.0035,0.0061,0.0138,0.0142,0.0296,0.0277,0.0047
P00/05849,2000,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,25.6,137.6,10.15,-0.0035,0.0041,0.0101,0.0099,0.0242,0.0208,-0.0043
P00/05850,2000,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,22.8,107.9,7.83,-0.0034,0.0037,0.0071,0.0077,0.0154,0.0155,-0.0043
P00/05851,2000,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,24.2,101.6,4.61,-0.0035,0.0061,0.0134,0.0125,0.0252,0.0249,-0.0043
P00/05852,2000,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,23.5,109.4,7.62,-0.0031,0.0045,0.0078,0.0077,0.0162,0.0141,-0.0039
P00/05853,2000,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,25.3,121.8,8.28,-0.0034,0.0052,0.0103,0.0092,0.0191,0.0179,-0.0041
P00/05854,2000,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,23.2,87.6,4.98,0.0036,0.0082,0.0206,0.0194,0.0447,0.0405,0.0072
P00/05855,2000,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,24.3,112,7.19,-0.0032,0.0045,0.0094,0.0099,0.0215,0.0207,-0.0039
P00/05856,2000,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,23.5,109.6,7.16,0.0045,0.01,0.0199,0.018,0.0383,0.034,0.0065
P00/05857,2000,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,24.3,114.8,8.27,-0.0035,0.0061,0.0104,0.0092,0.0182,0.0172,-0.0042
P00/05858,2000,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,24.4,117.9,9.99,0.0025,0.0053,0.0143,0.0139,0.0302,0.0291,0.0044
P00/05859,2000,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,25.7,138.3,10.61,0.0024,0.0051,0.0109,0.0104,0.0219,0.0211,-0.0045
P00/05860,2000,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,22.7,97,5.95,-0.0035,0.0066,0.0206,0.0205,0.0527,0.0471,0.0085
P00/05861,2000,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,24.9,114.2,8.88,-0.0034,0.0085,0.0262,0.026,0.0628,0.0572,-99.99
P00/05862,2000,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,22.4,85.2,5.18,-99.99,0.0071,0.0211,0.0205,0.0492,0.0452,0.0079
P00/05863,2000,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,25,128.8,10.5,-0.0033,0.0047,0.0094,0.0087,0.0176,0.017,-0.0041
P00/05864,2000,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,24.8,110.7,6.16,-0.0034,0.0052,0.0213,0.0231,0.0587,0.0541,0.0094
P00/05865,2000,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,25.3,131,9.87,-0.0037,0.0085,0.0154,0.0139,0.0269,0.0248,-0.0046
C00/08673,2000,Blue mussel,Fjällbacka,58.633000603094295,11.261454251587885,20,-9,5.8,16.5,2.29,-0.0031,0.0037,0.0126,0.0129,0.0249,0.0204,-0.0039
C00/08693,2000,Blue mussel,Fjällbacka,58.633000603094295,11.261454251587885,20,-9,6.3,21.8,2.22,-0.0032,0.0036,0.013,0.0135,0.0253,0.0208,-0.0041
C00/08713,2000,Blue mussel,Fjällbacka,58.633000603094295,11.261454251587885,20,-9,6.7,24.7,2.31,-0.003,0.0032,0.0118,0.012,0.0232,0.0194,-0.0039
C00/08733,2000,Blue mussel,Fjällbacka,58.633000603094295,11.261454251587885,20,-9,7.7,49,2.08,-0.0034,0.0034,0.0132,0.0133,0.0267,0.022,-0.0043
C00/08753,2000,Blue mussel,Fjällbacka,58.633000603094295,11.261454251587885,20,-9,8.4,70.1,2.2,-0.0032,-0.0032,0.0127,0.0127,0.026,0.0206,-0.0041
P00/01791,2000,Herring,Harufjärden,65.58247415499247,22.879089905589215,NA,3,15.7,23.4,1.87,-0.0037,-0.0037,0.0181,0.0183,0.0493,0.0351,0.0169
P00/01792,2000,Herring,Harufjärden,65.58247415499247,22.879089905589215,NA,3,16.3,27.1,1.47,-0.0048,0.0048,0.0262,0.0245,0.0672,0.0485,0.0227
P00/01793,2000,Herring,Harufjärden,65.58247415499247,22.879089905589215,NA,3,16,26.2,2.81,-0.0039,0.0046,0.0231,0.0247,0.067,0.0465,0.0217
P00/01794,2000,Herring,Harufjärden,65.58247415499247,22.879089905589215,NA,3,14.6,19.9,2.83,-0.0039,-0.0039,0.0167,0.0161,0.0422,0.0305,0.0144
P00/01795,2000,Herring,Harufjärden,65.58247415499247,22.879089905589215,NA,3,16,26.3,2.56,-0.0043,-0.0043,0.0176,0.0165,0.0463,0.0321,0.0156
P00/01796,2000,Herring,Harufjärden,65.58247415499247,22.879089905589215,NA,3,16.1,22.4,1.56,-0.0045,-0.0045,0.0193,0.0195,0.0563,0.0415,0.0198
P00/01797,2000,Herring,Harufjärden,65.58247415499247,22.879089905589215,NA,3,16.6,26.2,1.68,-0.0042,-0.0042,0.0197,0.0194,0.0607,0.0442,0.0195
P00/01798,2000,Herring,Harufjärden,65.58247415499247,22.879089905589215,NA,3,16.4,25.7,2.44,-0.0045,-0.0045,0.0174,0.0169,0.046,0.0328,0.0157
C00/08334-08353,2000,Blue mussel,Kvädöfjärden,58.03364178492107,16.764968754785837,20,-9,2.3,0.6,1.48,-99.99,-0.0027,0.0193,0.0227,0.0791,0.053900000000000003,0.0093
C00/08354-08373,2000,Blue mussel,Kvädöfjärden,58.03364178492107,16.764968754785837,20,-9,2.6,1,1.41,-99.99,-0.0028,0.02,0.0239,0.0767,0.0551,0.0105
C00/08374-08393,2000,Blue mussel,Kvädöfjärden,58.03364178492107,16.764968754785837,20,-9,3,1.2,1.56,-99.99,-0.0045,0.0171,0.0217,0.0691,0.046,0.0088
C00/08394-08413,2000,Blue mussel,Kvädöfjärden,58.03364178492107,16.764968754785837,20,-9,3.2,1.5,1.76,-99.99,-0.004,0.0174,0.021,0.0641,0.044,0.008
C00/08414-08433,2000,Blue mussel,Kvädöfjärden,58.03364178492107,16.764968754785837,20,-9,3.7,2.5,1.69,-99.99,-0.0041,0.0168,0.021,0.0627,0.0429,0.0088
P00/01787,2000,Herring,Harufjärden,65.58247415499247,22.879089905589215,NA,3,15.7,24.4,3.08,-0.0049,0.0047,0.0229,0.021,0.0537,0.0376,0.0191
P00/01788,2000,Herring,Harufjärden,65.58247415499247,22.879089905589215,NA,3,16.8,29.1,2.84,-0.0039,0.0047,0.0192,0.0192,0.0547,0.0401,0.0188
P00/04807,2000,Herring,Landsort,58.693635257492296,18.00425495822601,NA,3,17,33.5,3.53,-0.0042,0.0084,0.0239,0.0187,0.0527,0.0394,0.0142
P00/04808,2000,Herring,Landsort,58.693635257492296,18.00425495822601,NA,3,16.2,24.8,1.07,0.0056,0.0216,0.0984,0.0838,0.2273,0.1679,0.0626
P00/04809,2000,Herring,Landsort,58.693635257492296,18.00425495822601,NA,3,17.5,32.8,5.35,0.0794,0.1839,0.3833,0.2358,0.4299,0.3502,0.1105
P00/04810,2000,Herring,Landsort,58.693635257492296,18.00425495822601,NA,4,16.5,26.5,2.67,-0.0041,0.0078,0.0367,0.043,0.1377,0.0932,0.034
P00/04811,2000,Herring,Landsort,58.693635257492296,18.00425495822601,NA,4,17.8,40.3,2.21,-0.0032,0.004,0.0208,0.0261,0.0902,0.0554,0.0237
P00/04812,2000,Herring,Landsort,58.693635257492296,18.00425495822601,NA,4,17.7,36.4,3.36,-0.0045,0.0048,0.0511,0.0556,0.1595,0.1105,0.0388
P00/04813,2000,Herring,Landsort,58.693635257492296,18.00425495822601,NA,4,17.2,33.6,3.07,0.0064,0.0156,0.053,0.0463,0.1134,0.0839,0.0231
P00/04814,2000,Herring,Landsort,58.693635257492296,18.00425495822601,NA,4,18.7,35.8,2.13,0.0036,0.0092,0.0532,0.0684,0.2221,0.1445,0.0516
P00/04815,2000,Herring,Landsort,58.693635257492296,18.00425495822601,NA,4,18.3,37.2,5.83,0.0059,0.0137,0.0326,0.0371,0.1016,0.0756,0.0276
P00/04816,2000,Herring,Landsort,58.693635257492296,18.00425495822601,NA,5,17.4,31.8,1.96,0.0038,0.0065,0.0237,0.0343,0.1739,0.0845,0.0505
C00/09026,2000,Blue mussel,Nidingen,57.38221877982889,11.89858851125765,20,-9,5.2,11.5,1.59,-0.0044,-0.0044,0.0139,0.015,0.0504,0.0342,-0.0057
C00/09046,2000,Blue mussel,Nidingen,57.38221877982889,11.89858851125765,20,-9,5.5,14.5,1.41,-0.0028,0.0029,0.0156,0.015,0.0508,0.0358,0.0041
C00/09066,2000,Blue mussel,Nidingen,57.38221877982889,11.89858851125765,20,-9,5.9,17,1.35,-0.003,-0.003,0.0112,0.0114,0.0389,0.0267,0.0038
C00/09086,2000,Blue mussel,Nidingen,57.38221877982889,11.89858851125765,20,-9,6.3,20.1,1.71,-0.0041,-0.0041,0.0143,0.0153,0.0542,0.0374,-0.0053
C00/09106,2000,Blue mussel,Nidingen,57.38221877982889,11.89858851125765,20,-9,6.7,24.8,1.38,-0.0029,-0.0029,0.015,0.0151,0.0514,0.0365,0.004
P00/03292,2000,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,5,20,93.4,0.64,-99.99,-0.0062,0.0256,0.0312,0.1015,0.0727,0.0364
P00/03293,2000,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,5,20.1,98.4,0.62,-99.99,-0.0064,0.0416,0.0485,0.1522,0.1111,0.0549
P00/03294,2000,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,4,17.6,66.5,0.71,-99.99,-0.0057,0.0219,0.0301,0.0964,0.07,0.0362
P00/03295,2000,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,4,18,68.3,0.58,-99.99,-0.0069,0.0201,0.0319,0.1024,0.069,0.0364
P00/03296,2000,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,4,18.1,67.2,0.62,-99.99,-0.0065,0.0295,0.039,0.1425,0.0946,0.0549
P00/03297,2000,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,4,19.2,80.1,0.7,-99.99,-0.0057,0.0247,0.0315,0.1103,0.0741,0.0418
P00/03298,2000,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,5,19.8,82.4,0.73,-99.99,-0.0055,0.0169,0.0221,0.0716,0.0495,0.0272
P00/03299,2000,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,5,19.4,91.6,0.77,-99.99,-0.0052,0.0103,0.0168,0.0682,0.0418,0.025
P00/03300,2000,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,4,17.8,70.3,0.68,-99.99,-0.0059,0.0328,0.0422,0.1271,0.0867,0.0457
P00/03301,2000,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,5,19.9,93.9,0.69,-99.99,0.0096,0.0578,0.0657,0.2303,0.1529,0.0868
P00/04817,2000,Herring,Landsort,58.693635257492296,18.00425495822601,NA,5,18.2,39,3.82,0.0047,0.0128,0.0378,0.034,0.0731,0.0571,0.0161
P00/04818,2000,Herring,Landsort,58.693635257492296,18.00425495822601,NA,5,17.8,35.8,3.09,0.0047,0.0123,0.0471,0.0447,0.1457,0.1009,0.0346
P00/03000,2000,Cod,Fladen,57.19977802985599,11.813581143243677,NA,2,28.9,281,16.91,0.0101,0.0348,0.3058,0.6363,2.0999,1.4875,0.4394
P00/03001,2000,Cod,Fladen,57.19977802985599,11.813581143243677,NA,4,34.1,347,3.41,0.0079,0.0122,0.11,0.3243,1.3978,0.8721,0.215
P00/03002,2000,Cod,Fladen,57.19977802985599,11.813581143243677,NA,3,30.8,320,8.69,0.0051,0.0077,0.0431,0.2282,1.1105,0.6396,0.1441
P00/03003,2000,Cod,Fladen,57.19977802985599,11.813581143243677,NA,3,34.5,417,13.31,0.0064,0.016,0.1135,0.2359,1.0788,0.6815,0.1311
P00/03004,2000,Cod,Fladen,57.19977802985599,11.813581143243677,NA,3,31.8,302,7.15,0.0061,0.0062,0.0202,0.214,0.9868,0.5468,0.1234
P00/03005,2000,Cod,Fladen,57.19977802985599,11.813581143243677,NA,3,32.2,404,28.45,0.0055,0.0113,0.0436,0.1359,0.6619,0.3867,0.0949
P00/03006,2000,Cod,Fladen,57.19977802985599,11.813581143243677,NA,2,30.9,283,19.16,0.006,0.0124,0.0622,0.131,0.6166,0.4001,0.0765
P00/03007,2000,Cod,Fladen,57.19977802985599,11.813581143243677,NA,3,31.5,340,8.36,0.0071,0.0218,0.131,0.2416,1.2191,0.7771,0.1409
P00/03008,2000,Cod,Fladen,57.19977802985599,11.813581143243677,NA,4,30.7,276,8.76,0.0061,0.023,0.1725,0.4254,1.8417,1.1965,0.3512
P00/03009,2000,Cod,Fladen,57.19977802985599,11.813581143243677,NA,3,33.1,360,13.65,0.0075,0.0122,0.0938,0.2811,1.1963,0.7316,0.1818
P00/01789,2000,Herring,Harufjärden,65.58247415499247,22.879089905589215,NA,3,16,24.4,1.41,-0.005,0.0071,0.0273,0.0263,0.0687,0.0514,0.0222
P00/01790,2000,Herring,Harufjärden,65.58247415499247,22.879089905589215,NA,3,16.3,27.4,2.56,-0.0043,-0.0043,0.0164,0.0163,0.0426,0.0303,0.0145
P00/02527,2000,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,3,15.3,22.3,1.98,-0.004,0.0051,0.0167,0.0136,0.0505,0.0359,0.0096
P00/02528,2000,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,3,15.9,26,3.85,0.0039,0.0112,0.0631,0.0441,0.1617,0.1194,0.0571
P00/02529,2000,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,3,15.9,26.3,3.29,-0.0036,0.0039,0.0149,0.0109,0.0486,0.0349,0.0149
P00/02530,2000,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,4,15,25.7,2.75,0.0036,0.0102,0.036,0.0295,0.103,0.0761,0.0313
P00/02531,2000,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,3,16.7,28.8,1.86,0.0065,0.0215,0.0915,0.0926,0.3531,0.2616,0.1217
P00/02532,2000,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,3,15.4,22.1,1.92,-0.0042,0.0062,0.0286,0.0229,0.0951,0.066,0.0322
P00/02533,2000,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,4,16.6,29,4.44,-0.0036,0.0045,0.0167,0.0115,0.0482,0.0358,0.0144
P00/02534,2000,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,3,15.3,24.7,2.51,-0.0048,-0.0044,0.0132,0.0104,0.0439,0.0323,0.0108
P00/02535,2000,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,3,14.5,17.8,2.05,0.0127,0.0404,0.1155,0.075,0.1871,0.1408,0.0463
P00/02536,2000,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,3,15,20.7,1.74,-0.0046,0.0069,0.0276,0.0213,0.081,0.0592,0.0184
P00/02537,2000,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,3,15.8,26.4,2.51,-0.0048,0.0052,0.0195,0.0139,0.0577,0.0402,0.0155
P00/02538,2000,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,4,16.6,34.3,3.01,-0.004,-0.0037,0.0173,0.0156,0.0771,0.0502,0.0273
P00/01001,2000,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,3,16.1,28.4,2.62,0.0044,0.0081,0.0259,0.0225,0.0665,0.0594,0.0247
P00/01002,2000,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,3,16.9,31.3,1.85,0.0056,0.0116,0.0373,0.0345,0.0964,0.09,0.0358
P00/01003,2000,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,4,18.5,46.2,2.44,0.0119,0.0408,0.14,0.1533,0.4313,0.381,0.1572
P00/01004,2000,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,4,18.2,38.9,3.64,0.0084,0.0215,0.0626,0.0624,0.1605,0.1394,0.0565
P00/01005,2000,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,4,17.7,40,0.88,0.0136,0.0489,0.2116,0.2083,0.5865,0.5159,0.2165
P00/01006,2000,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,4,17.8,44.4,2.17,0.0085,0.0234,0.0714,0.0689,0.1933,0.163,0.0707
P00/01007,2000,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,4,19,45,2.07,0.0131,0.0546,0.2032,0.1815,0.5757,0.4636,0.2126
P00/03346,2000,Cod,SE Gotland,56.75024348456655,18.49609066850709,NA,3,35,440,70.26,0.0079,0.023,0.1009,0.1084,0.2346,0.1779,0.0604
P00/03347,2000,Cod,SE Gotland,56.75024348456655,18.49609066850709,NA,3,35.5,531,75.54,0.0067,0.0169,0.0652,0.0735,0.1629,0.1251,0.0443
P00/03348,2000,Cod,SE Gotland,56.75024348456655,18.49609066850709,NA,3,34.8,513,60.05,-0.0036,0.0052,0.0232,0.0451,0.1099,0.0743,0.027
P00/03349,2000,Cod,SE Gotland,56.75024348456655,18.49609066850709,NA,4,38.5,616,66.68,0.0057,0.0179,0.0939,0.116,0.3011,0.2233,0.0883
P00/03350,2000,Cod,SE Gotland,56.75024348456655,18.49609066850709,NA,3,37.5,539,71.12,0.0071,0.0193,0.0806,0.0956,0.203,0.1586,0.0516
P00/03351,2000,Cod,SE Gotland,56.75024348456655,18.49609066850709,NA,3,35.2,501,72.08,0.0066,0.0185,0.0702,0.0759,0.1729,0.1276,0.0444
P00/03352,2000,Cod,SE Gotland,56.75024348456655,18.49609066850709,NA,4,38,612,71.56,0.0076,0.0203,0.0835,0.0999,0.2209,0.1674,0.0598
P00/03353,2000,Cod,SE Gotland,56.75024348456655,18.49609066850709,NA,3,35.4,451,65.06,0.0084,0.025,0.108,0.1202,0.2631,0.1949,0.067
P00/03354,2000,Cod,SE Gotland,56.75024348456655,18.49609066850709,NA,3,37.7,509,55.44,0.011,0.0386,0.1821,0.2006,0.4663,0.3497,0.1251
P00/03355,2000,Cod,SE Gotland,56.75024348456655,18.49609066850709,NA,3,35.5,454,64.55,0.0069,0.0179,0.0734,0.087,0.1791,0.1366,0.046
P00/01008,2000,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,5,19.3,38,1.1,0.0128,0.0384,0.1438,0.162,0.4854,0.4022,0.1929
P00/01009,2000,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,5,20.1,46.2,0.81,0.0148,0.0436,0.1889,0.2177,0.6999,0.5974,0.2851
P00/01010,2000,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,5,18.1,41.7,2.53,0.0103,0.0299,0.1135,0.1298,0.4004,0.3372,0.144
P00/01219,2000,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,3,19.7,49.3,1.4,0.0094,0.0218,0.0763,0.0579,0.1595,0.1099,0.0383
P00/01220,2000,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,3,18.8,40.2,1.31,0.0128,0.0327,0.1071,0.078,0.21560000000000001,0.1555,0.052
P00/01221,2000,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,NA,18.2,36.4,1.75,0.0088,0.0208,0.0792,0.0625,0.179,0.1256,0.0415
P00/01222,2000,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,3,18.3,39.6,1.7,0.0101,0.0227,0.0763,0.0655,0.1512,0.1113,0.0362
P00/01223,2000,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,3,18,36.7,1.45,0.0108,0.0267,0.1129,0.0883,0.2889,0.1929,0.0621
P00/01224,2000,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,3,18.5,37.3,1.79,0.0104,0.0244,0.0708,0.0491,0.1358,0.0934,0.0307
P00/01225,2000,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,3,19.2,41.5,2.06,0.0084,0.0164,0.05,0.0401,0.0866,0.0684,0.0209
P00/01226,2000,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,3,18.6,42.8,2.22,0.0071,0.0136,0.0419,0.0339,0.0801,0.0576,0.0185
P00/01227,2000,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,3,18.4,38.1,1.14,0.0127,0.0326,0.1114,0.0826,0.2628,0.1775,0.0645
P00/01228,2000,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,3,18.2,44.2,2.48,0.0075,0.019,0.0578,0.0403,0.105,0.074,0.0273
P99/05199,1999,Herring,Utlängan,56.00807951472777,15.830903370721249,NA,3,18.3,36.3,1.52,0.0083,0.0215,0.0594,0.0466,0.1283,0.096,0.0303
P99/05200,1999,Herring,Utlängan,56.00807951472777,15.830903370721249,NA,3,20.1,43,1.83,0.0104,0.0275,0.0777,0.0557,0.1736,0.1183,0.0339
P99/05201,1999,Herring,Utlängan,56.00807951472777,15.830903370721249,NA,3,19.3,46.9,2.11,0.006,0.0142,0.0523,0.0441,0.145,0.101,0.0337
P99/05202,1999,Herring,Utlängan,56.00807951472777,15.830903370721249,NA,3,19.2,39.8,1.92,0.0072,0.0179,0.0542,0.0422,0.1337,0.0937,0.0284
P00/06546,2000,Eelpout,Holmöarna,63.68082842166445,20.87675805501533,NA,7,20.8,29.7,0.5,-0.0081,-0.0081,0.0165,0.0506,0.1976,0.0874,0.0763
P00/06547,2000,Eelpout,Holmöarna,63.68082842166445,20.87675805501533,NA,10,24,56.2,0.59,NA,-0.0068,-0.0068,0.0307,0.1725,0.0721,0.0757
P00/06548,2000,Eelpout,Holmöarna,63.68082842166445,20.87675805501533,NA,8,23.4,38.4,0.44,NA,-0.009,-0.009,0.0234,0.2713,0.0705,0.1329
P00/03581,2000,Eelpout,Fjällbacka,58.633000603094295,11.261454251587885,NA,3,20.2,39,0.73,-0.0055,-99.99,0.0333,0.0795,0.1365,0.1097,0.0234
P00/03582,2000,Eelpout,Fjällbacka,58.633000603094295,11.261454251587885,NA,3,19.3,32.5,0.86,-0.0047,-99.99,0.02,0.0474,0.1163,0.0883,0.0235
P00/03583,2000,Eelpout,Fjällbacka,58.633000603094295,11.261454251587885,NA,5,21.8,47.7,0.47,-0.0086,-99.99,-0.0086,0.324,1.0195,0.6949,0.1812
P00/03584,2000,Eelpout,Fjällbacka,58.633000603094295,11.261454251587885,NA,5,22,46,0.64,-0.0063,-99.99,0.0078,0.064,0.1454,0.1212,0.0361
P00/03585,2000,Eelpout,Fjällbacka,58.633000603094295,11.261454251587885,NA,3,22.2,41.2,0.69,-0.0058,-99.99,0.0066,0.0744,0.1579,0.1072,0.0325
P00/03586,2000,Eelpout,Fjällbacka,58.633000603094295,11.261454251587885,NA,4,20.8,38.7,0.52,0.1696,0.2192,0.1377,0.4805,0.5423,0.4175,0.09
P00/03587,2000,Eelpout,Fjällbacka,58.633000603094295,11.261454251587885,NA,4,21,40.8,0.76,-0.0053,-99.99,0.0204,0.1177,0.1912,0.1517,0.0349
P00/03588,2000,Eelpout,Fjällbacka,58.633000603094295,11.261454251587885,NA,3,21.2,43,1,-0.004,-99.99,0.017,0.0455,0.07,0.0542,0.0129
P00/03589,2000,Eelpout,Fjällbacka,58.633000603094295,11.261454251587885,NA,3,20.3,43.1,1.2,-0.0033,-99.99,0.0074,0.0339,0.0691,0.0523,0.011
P00/03590,2000,Eelpout,Fjällbacka,58.633000603094295,11.261454251587885,NA,5,21.1,46.9,0.67,-0.006,-99.99,-0.006,0.0673,0.1766,0.1144,0.037
P00/02834,2000,Perch,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,5,17.6,66.9,0.67,-99.99,-99.99,-0.006,0.0102,0.0288,0.0194,-0.0075
P00/02835,2000,Perch,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,5,17.7,66.4,0.64,-99.99,-99.99,-0.0063,0.0094,0.0257,0.0167,-0.0079
P00/02836,2000,Perch,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,6,17.2,57.2,0.72,-99.99,-99.99,0.0132,0.0194,0.0743,0.0552,0.0165
P00/02837,2000,Perch,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,5,19.1,81.7,0.7,-99.99,-99.99,0.0159,0.0229,0.0829,0.0634,0.0137
P00/02838,2000,Perch,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,5,18.7,75.1,0.6,-99.99,-99.99,-0.0067,0.0099,0.0272,0.0184,-0.0084
P00/02839,2000,Perch,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,6,17.8,66.7,0.77,-99.99,-99.99,0.0113,0.016,0.0608,0.0454,0.0118
P00/02840,2000,Perch,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,6,18.1,75,0.68,-99.99,-99.99,-0.0059,0.0075,0.0191,0.0129,-0.0073
